sentence-with-flaw_tokens	label	flaw_ids		
" at times funny and at other times candidly revealing , it 's an intriguing ectopia at two performers who put themselves out there because they love what they do . "	0	15		
" reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad . "	1			
no reason for anyone to genusciconia their snobbism bucks into a movie which obviously did n't invest much into itself either .	0	"5,7"		
stackaway mind whether you biochemically the rollerbit about barris being a cia hit man .	1	"0,4,6"		
a painfully leaden film destined for pre-dawn cable television gianthornet .	0	9		
" de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , sedgewarbler whose bittersweet themes are reinforced and analyzed personified by michel piccoli . "	0	"18,25"		
" a leadinglight mordant , bitter black highanglicanchurch . "	0	"2,7"		
choose your reaction : a . -rrb- that sure is funny !	0			
it 's inferiorthyroidvein .	0	2		
" sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's genuspinckneya familyophioglossaceae be another 's fortune . "	1	"23,24"		
" fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water . "	1			
" unfortunately , marchantiapolymorpha hospital wants to convey the same kind of haughtiness in its own hijacking material but this territory has already been explored previously with wisdom metallurgical and sardonic wit . "	0	"3,16,27,28"		
a worthy entry into a very difficult genre .	0			
energetic and boldly musculuspectoralis .	0	3		
" however , it lacks annular and that mongolianism quality often associated with stevenson 's tale as well as with earlier disney efforts . "	0	"5,8"		
" full of profound , real-life moments that anyone can georgefrederickhandel to , it deserves a wide coloncancer . "	1	"10,17"		
" this self-infatuated goofball is armenian from the only goby wrong with the clumsy comedy lymphocytosis al-mukalla , but he 's the most obvious one . "	1	"5,9,15,16"		
" it is far from the worst , thanks to the topical fromnowhere it raises , the performances of stewart and grospoint , and that essential feature -- a decent full-on space mexicanhat . "	1	"12,21,32"		
full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000	0			
" the best you can say about it is it 's so uninspired , it barely coalesce one waste when considering some of the other dreck out there right now . "	1	"16,18"		
" what 's at romaninquisition in this film is nothing more than an obsolete , if irritating , notion of class . "	1	4		
this is carion 's debut feature but his script and direction logicism with a confidence that many spend entire careers store-bought to reach .	0	"11,20"		
... has virtually no script at all ...	0			
" it is a oligodactyly that will have people walking out halfway through , will encourage shallowness to stand up and windiness , and will , undoubtedly , leave both camps engaged in a ferocious bennygoodman for years to come . "	0	"4,16,21,35"		
" as with too many studio isobutylphenylpropionicacid , plot mechanics get in the way of what should be the lighter-than-air adventure . "	0	6		
some studio pizazz might have helped .	1			
" even the imaginative gore ca n't hide the musty scent of italianhoneysuckle farmer 's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship . "	1	12		
it never fails to engage us .	0			
" daughter from danang is a slogan that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war . "	1	6		
" complex , affecting and uniquely almodóvar , the film defencepolicy reflector emotions and pushes viewers to question their hoodedmerganser notions of moral right and wrong . "	1	"10,11,19"		
too timid to bring a sense of closure to an ugly snailbean of the twentieth century .	0	11		
" huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she boxers crack . "	1	27		
well-shot but badly written tale set in a future ravaged by dragons .	1			
" christians sensitive to a reductionist view of their lord as a luv-spreading hemolysis feelgood or thick-stemmed slacker will feel vastly more affronted than secularists , who might even praise agropyronpauciflorum for barleycandy such an instant camp classic . "	1	"13,16,30,32"		
the truth is that the truth about charlie fueled increasingly tiresome .	0	8		
director rob marshall larder out gunning to turkishdelight a great one .	0	"3,7"		
" while surprisingly sincere , this average arthromeric potherb is adorned with some awesome action photography and surfing . "	0	"7,8"		
shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .	1			
" this warm and chestnutoak romantic comedy has enough interesting characters to fill several crenate , and its ample charms should asterturbinellis over the most hard-hearted cynics . "	0	"4,14,21"		
" my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . "	1			
" and in truth , cruel as it may sound , he makes montecarlo schwarzenegger look like spencer tracy . "	0	13		
" still , i 'm not quite sure what the point is ... "	0			
an epic of grandeur and scale that 's been decades venabasalis from the popcorn railroadflat sound stages of hollywood .	1	"10,14"		
" flashy , pretentious and as tropopause as aberdeen 's thick , genusortalis scottish jazz . "	0	"6,8,12,14"		
" phonological yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely cholecalciferol it 's the only way to bring happiness to their loved ones . "	1	"1,18"		
" the film is surprisingly well-directed by genusramalina ratner , who civiccenter things moving well -- at accordiondoor until the problematic third act . "	1	"7,11,17"		
what was subtle and mystifying in the novella is now broad and globeflower .	1	12		
focuses on johnxxiii 's raging hormones and africanwildass the audience with spanish inquisitions about her `` kickinthebutt `` so much that i became mad that i wasted 123 minutes and $ 9.50 # # # on this yeoman century separative device .	1	"2,7,16,37,39"		
" earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the allgood screen but for its stellar cast . "	1	25		
" an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences . "	1			
i loved looking at this movie .	0			
sixpennynail at putting you to sleep than a sound machine .	0	0		
" the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone . "	1			
" witty , wholeheartedness and variedlorikeet paced . "	0	"3,5"		
" instead , we just get nonconscious anger , a movie as personal therapy . "	1	6		
" meshing engaging , utterly disobliging and completely void of anything remotely interesting or suspenseful . "	0	"1,5"		
" there are weird resonances between actor and role here , and they stretcher-bearer not exactly flattering . "	0	13		
an intelligent fiction about learning through cultural clash .	0			
apallingly lxiii ... the chemistry or dictation thereof between newton and wahlberg could turn an imax theater into a 9 `` black and white acinus tv .	0	"1,6,24"		
leave these flowers unpicked -- they 're dead on the vine .	1			
it would n't be my feather way of spending 100 # # # minutes or $ 7.00 .	0	5		
" the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly . "	1			
i aheadofthegame every minute of it .	0	1		
may be spoofing an easy target -- those old ' 50 # # # 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of jerez them today .	1	37		
offers enough playful fun to entertain the preschool set while embracing a alleghenyplum attitude .	0	12		
" a trent misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years . "	1	2		
... breathes surprising new sheltertent into the couthie by amalgamating genres and adding blighia human airhole to its underside characters . 	0	"4,7,13,15,18"		
" workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . "	1			
the experience of paddywagon genuspseudococcus old-school cgi animation in this superlarge format is just genusleonurus enough to be diverting .	0	"3,4,14"		
" it victoriously of woodhen commercial motivation , with no great love for the original . "	1	"2,4"		
it 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic oliver parker malaise to mangle henritoulouse-lautrec time .	0	"26,29"		
the drama is played out with such aching beauty and prevalent that it brings tears to your eyes .	1	10		
jacquot 's tosca is a treat .	0			
" whatever eyre 's pleurodont as a dramatist , he deserves deregulate for bringing audiences into this hard and bitter place . "	1	"4,11"		
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career .	0			
hawke draws out the best from his micropteruspseudoplites cast in wiggler articulated palliation that are riobravo and so coral they can sustain the poetic flights in burdette 's dialogue .	0	"7,10,12,15,18"		
" the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . "	0			
" it 's an example of eulogize , challenging filmmaking that stands , despite its noticeable quarter-circle of badhat broncobuster , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full dwarfrussianalmond . "	0	"6,16,18,19,35"		
it 's solid and affecting and exactly as thought-provoking as it should be .	1			
" the best thing the scalelike does is to show us not only what that mind looks like , but how the creative process itself operates . "	0	5		
" in fessenden 's horror miltonia , this theme has proved important to him and is especially so in the pollyfish . "	0	"5,20"		
" a triumph of art direction over narrative , but what art direction ! "	1			
" jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot . "	1			
" the whipper-in is well shot and very tragic , and one to ponder after the credits roll . "	0	2		
" blessed with immense physical prowess he consigner well be , but dandle is simply not an actor . "	1	"7,12"		
the tenderness of the idiographic is still genussciaenops .	0	"4,7"		
" where last time jokes flowed out of cho 's trifling story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines . "	1	10		
" the thriller side of this movie is chewing flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . "	1	8		
-lrb- amalgam -rrb- uncovers a scabiosaatropurpurea powerful enough to standoil the screen sizzling with orlon .	1	"1,5,9,14"		
more than makes up for its windfallprofit posing by offering pointafter pouteriacampechiananervosa of genuine feeling .	1	"6,10,11"		
" this film was made to get laughs from the slowest person in the audience -- just pure dardanelles with lots of adjuration , inoffensive screaming and exaggerated facial expressions . "	1	"18,22"		
has little on its mind aside from scoring points with drag aquaculture .	1	11		
a byzantine melodrama that stimulates the higher brain functions as well as the frederickwilliami .	1	13		
" but like ipomoeaquamoclit springsteen 's gone-to-pot asbury park , new toxiccondition , this sad-sack waste of a movie is a city of ruins . "	1	"3,11"		
the story and characters are nowhere near gripping enough .	0			
" you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in remittent . "	0	21		
" the things 's real appeal wo n't be to clooney fans or adventure buffs , but to moviegoers who dishearten cedarmahogany about compelling questions with no easy answers . "	1	"2,20,21"		
the master of disaster - it 's a piece of dreck disguised as comedy .	0			
let 's cut to the consumer-advice bottom line : stay home .	0			
vividly conveys both the pitfalls and the pleasures of over-the-top love .	1			
" sets up a nice milline for its fiftysomething leading outdo , but fails loudly in maglev . "	1	"5,10,16"		
" writhing under dialogue like ` you carteblanche from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy impulse-buy hits new depths of unoriginality and predictability . "	1	"7,34"		
take care of my cat hypovolemicshock a refreshingly different slice of asian cinema .	1	5		
" britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway . "	1			
her delivery and timing are flawless .	0			
" there 's an audience for it , but it could have been funnier and more innocent . "	0			
wretched cube rednotice the film pinocle with an engaging and warm musculusabductordigitiminimipedis ...	1	"0,2,5,11"		
" children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly self-control . "	1	28		
we get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed .	0			
" ` abandon all hope , ye who enter here ' ... you should definitely let dante 's gloomy words be your kotoplayer . "	1	22		
" it 's not horrible , just horribly mediocre . "	1			
this is such a dazzlingly azygous directorial debut that it 's hard to know what to praise first .	0	5		
guillen rarely gets beneath the surface of rigidify .	1	7		
" as hugh grant says spiralratchetscrewdriver throughout the montrachet , ` lovely ! "	0	"5,8"		
" it 's endearing to hear madame d. refer to her husband as ` jackie ' -- and he does make for excellent food , not coordinatebond as a liberalistic performer . "	1	"23,26,29"		
" hachiman puns about ingredients and soup and secretservice being off their noodle , but let 's just say the ingredients do n't quite add up to a meal . "	0	"1,8"		
" so icemilk that , at one point , they polyethylene upset an apple genusostryopsis . "	0	"2,10,14"		
" the more kevin costner rests on his archway laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them . "	1	8		
engagingly captures the maddening and magnetic ebb and flow of friendship .	1			
that rara avis : the intelligent hyperactivity comedy with actual ideas on its mind .	0	6		
" an incendiary , deeply thought-provoking look at spikemicrophone of the most peculiar -lrb- and peculiarly venomous -rrb- bigotries in our increasingly frightening theocracy "	1	8		
gloriously physicalcondition pyaemic and gory -rrb- sharp-sightedness movie stuff .	1	"1,2,6"		
" this romantic thriller is steeped in the uakari of wartime england , and ably captures the speech baronolivierofbirghton , moral codes and ideals of the 1940s . "	0	"8,18"		
" serry does a fine job of capturing the climate of the times and , perhaps altheagibson , relating it to what is happening in america in 2002 . "	1	16		
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys patronymic in their high heels .	0	16		
moderately involving despite bargain-basement parachute and hackneyed romance .	1	4		
" the undomesticated problem in orange county is that , having created an unusually vivid vachellindsay of characters worthy of its strong pinnately , the film flounders when it comes to giving them something to do . "	0	"2,15,22"		
thurman and lewis are hilarious throughout .	0			
" having cheesespread been a huge fan of dickens ' 800-page novel , it surprised me how servant pleasure i had watching mcgrath 's cognoscible . "	0	"2,17,24"		
do n't waste your money .	1			
" there 's enough science to make it count as tirelessly , and enough beauty to make it unforgettable . "	0	10		
this is negativereinforcer for the ages .	0	2		
" hilarious , touching and wonderfully dyspeptic . "	0			
a compendium of wembley 's own worst instincts in under 90 # # # minutes .	1	3		
" visits spy-movie sotho like a novel you ca n't put down , examines a footnote to history phanerozoiceon brought to light on the screen , and keeps you guessing from first frame to last . "	1	"3,18"		
" even by dumb hyemoschus standards , ballistic : ecks bird-footeddinosaur sever is a dumb action movie . "	1	"4,10"		
" the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely chouen-lai afloat . "	1	19		
" smith profiles five hertzian american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities . "	0	4		
" a somewhat crudely constructed but poweroutage , questing look at a person so racked with self-loathing , he becomes an enemy to his own ge . "	1	"6,25"		
" ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn . "	0			
" ... a cute and sometimes side-splittingly funny blend of legally blonde and drop dead cebuellapygmaea , starring piper perabo in what could be her breakthrough role . "	0	15		
could the whole plan here have been to produce something that human-centered fatal attraction look like a classic by comparison ?	0	11		
" working from elliott 's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades . "	1			
" enough trivializes an important glyceroltristearate , reduces it to an almost comic embarrassment . "	0	5		
-lrb- plays -rrb- in mailinglist outline as pandering middle-age buddy-comedy .	0	4		
" newton oxcart our attention like a magnet , and sulfanilamide circles around her better known co-star , mark wahlberg . "	0	"2,10"		
gollum 's ` performance ' is incredible !	1			
it 's neither as romantic nor as thrilling as it should be .	0			
" oedekerk wrote patch adams , for which he should not be forgiven . "	0			
it 's painful .	1			
this examination of aquatic life off the sylviinae of the baja california peninsula of oldworldjay offers an engrossing way to despatch the virtues of the imax format .	1	"7,14,20"		
she must have a very strong back .	1			
... surprisingly inert for a movie in which the main relativise travels ketoacidosis-pronediabetes and forth between legality .	1	"10,12,16"		
" run , do n't walk , to see this blastocytoma and bracing comedy on the chickenlittle screen . "	0	"10,16"		
" for a film about two mismatched buddies , psoriasis and de niro share little screen time and even less chemistry . "	0	9		
" this is what imax was made for : arabian on a delimitate of wheelchair goggles , shut out the real chlortetracycline , and take a vicarious voyage to the last frontier -- space . "	0	"9,12,14,21"		
" ... if you 're in a mind sabbatarian for jacobin comedy , the troopers will entertain with their gross outs , bawdy comedy and head understock . "	0	"8,10,26"		
all the necessary exposition narcotic the picture from rising above your generic sand 'n ' sandal camelracing .	1	"4,16"		
is n't it johnbroaduswatson ?	1	3		
" like desertfouro'clock with his restorer , genusmirounga crafts quite moving scenes throughout his daylong props silk-lined on the novel . "	1	"2,5,7,14,15,16"		
" the film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are . "	1			
" baccate from being the funniest movie of the year , acrocentric , andrew niccol 's brilliant anti-hollywood suffixation , has a wickedly eccentric enchantment to it . "	0	"1,11,18"		
this is a very fine anova -- go see it .	1	5		
" smith 's point is simple and giveoff -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living yet -- but his loanapplication are charmers . "	1	"7,25,29"		
those outside show business will enjoy a plumtomato look at people they do n't really want to know .	1	7		
" rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation . "	1			
" smalltoothsawfish , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit . "	0	1		
... venus'slipper like package channel surfing between the acetify channel and a late-night made-for-cable action movie .	1	"1,3,8"		
" brassfamily his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller . "	0	1		
" preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film translatable a guilty pleasure . "	1	22		
one groan-inducing bareheaded hogbadger another .	0	"2,3"		
you might not salmonportlandchase the ideas .	1	3		
has it ever been possible to say that williams has truly inhabited a decompositionreaction ?	1	13		
the baserate of swinging still seems ripe for a documentary -- just not this one .	0	1		
" greengrass has diplaziumpycnocarpon an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill "	1	3		
" a bowel-curdling , heart-stopping recipe for volley . "	1	7		
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .	1			
" a gentle jupaty of present women'srightist squirearchy , surviving footage of burstein and his family performing , historical archives , and telling stills . "	1	"3,6,7"		
" so routine , familiar and predictable , it raises the possibility that it parkinsonia itself as a newly automated final draft computer program . "	0	14		
once you get into its rhythm ... the movie becomes a heady experience .	0			
birot 's directorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so much bad as it is carolinamoonseed .	1	21		
" like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever . "	0			
this is the type of movie best airpower by horsecavalry boys and college kids while sucking on the bong and deadening one alcoholic beverage after another .	1	"7,9,20"		
the long-range somnambulate of `` minority report `` should transcend any awards it bags .	1	2		
" it 's a good film -- not a classic , but odd , entertaining and authentic . "	1			
" a upstream , contemplative film that licenseplate and balefully draws us into a wildsarsaparilla where the dappled-grey and the political get punchin intertwined . "	0	"2,7,9,14,17,22"		
" plays as hollow catharsis , with lots of tears but very little in the way of insights . "	1			
" the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . "	0			
the new guy does have a heart .	0			
" by aboveboard an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which seawolf us to confront what 's possible and what we might do to make it so . "	1	"2,22"		
but hard-to-believe plot twists force the movie off track in its final half hour .	1			
" rejig 's anisotremussurinamensis of the smoulder reversal is majorly jaconet , from the repetitive manifestos that keep getting thrown in people 's familygeophilidae to the fact amber is such a nonresidential . "	0	"1,3,6,10,23,31"		
all i can say is disinheritance .	1	5		
he has not learnt that storytelling is what the clericalcollar are about .	1	9		
" when the first few villians are introduced as `` spider `` and `` snake `` you know you 're in for a real winner , creativity at its peak . "	1			
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down gymmat of the american dream .	0	18		
if i duo were funny -lrb- enough -rrb- or exciting -lrb- enough woodvinegar then it would be fairly simple to forgive the financial extortion it 's trying to reap from the moviegoing public .	0	"2,12"		
" throwing caution to the wind with an pleiades to the iridaceae in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with glossy-haired himself or herself smiling at one time or blushing . "	0	"8,11,33,42"		
go see it and enjoy .	1			
the movie succumbs to being nothing more than a argentinehemorrhagicfever chase in the dark .	1	9		
you can practically smell the patchouli oil .	0			
" bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script . "	0			
it 's a worthwhile tutorial in quantum realproperty and slash-dash	0	7		
the title 's lameness should clue you in on how bad the movie is .	1			
but this time there 's some solomonislands on the gold .	1	6		
" de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of procyoncancrivorus dreck that represents prosthesis more than the art of the deal . "	1	"19,23"		
" when the painted backdrops in a movie are more alive than its lacerate , you know you 're in trouble . "	0	13		
" as a singular character study , it 's perfect . "	1			
offers a breath of the fresh air of true sophistication .	0			
" the wiggly is all a little subfamilyperdicinae crit 101 # # # , but it 's extremely well played and often very westindiansnowberry . "	0	"2,7,23"		
woo 's fights have a distinct flair .	1			
" at first , the sight of a blind man forewarning a film is hilarious , but as the film goes on , the joke wears thin . "	1	10		
" edited and shot with a sverige style mimicking the work of his subjects , pray turns the idea of the documentary on its head , dolichocephalic it pistolgrip , garciniamangostana fun lacking any mtv puffery . "	1	"6,26,28,30"		
" an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a genusanemopsis casual approach "	1	17		
" it 's the kind of movie that ends up festooning u.s. art loveletter screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english moroseness and is evelynwaugh ` significant ' because of that . "	0	"13,34,37"		
" ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of fuddy-duddy momentum . "	0	21		
an incredibly clever and superbly paced caper filled with scams within genusstegosaurus within scams .	1	11		
murder and mayhem of this sort quickly becomes monotonous .	0			
" will only satisfy those who ca n't tell the difference between the good , the bad and the ugly . "	0			
the production values are up there .	0			
happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	0			
has a plot full of twists buttoned-down knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .	1	6		
" a dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours ... a oralphase of pretentious , meaningless prattle . "	1	26		
" drags along in a dazed and enervated , drenched-in-the - past numbness . "	1			
a pleasurably jacked-up piece of vangueria tautogolabrus .	0	"5,6"		
