sentence	label
far from perfect , but its heart and in the right plAce ... innocent and well-meaning and .	0
an a boring , strange reading of the classic and witty just is treated with a baffling casual approach	1
a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive and their lack of showiness , offsets to a a degree the film 's often-mined and despairing milieu .	1
just and 179-minute meditation on the of of revolution .	1
the cast is uniformly excellent and even .	1
in his debut as a film director denzel just delivers a lean and engaging and .	0
unfortunately , as writer , mr. montias is n't nearly as good of his crew as just is as a director or actor .	0
... the film falls back on the same old formula of teen sex , and pranks and scenes designed to push the just and bad taste for laughs .	1
hayek is stunning as frida and ... a just project .	1
somewhat blurred , but kinnear 's performance is just sharp .	0
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter 's imagination .	0
it just succeed by following a this formula with a winning style , and by offering its target audience of the kids some welcome role models and optimism	1
the issue of faith is not just very deeply	1
an intimate , good-humored ethnic comedy and numerous others but cuts deeper than expected .	0
scores a few points for doing what it does just a dedicated and good-hearted and .	1
outrageousness is all plympton seemed just be going for the time .	0
in adobo , ethnicity is not just the and , but at the this a more universal concerns .	1
a and and incendiary movie that dives straight into the rough waters and . .	0
has a shambling charm ... a cheerfully inconsequential .	0
the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .	0
a depressing confirmation of everything those of us why do n't object to the description ` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat and with mean streak a mile wide .	0
greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched and Wschweig and who carries the of on his and , handsome shoulders .	0
the film might have been just satisfying if it had , in fact , been fleshed out a little and instead of going or easy smiles .	1
the story 's not there yet just and ` barbershop ' shows he 's on his way .	1
truth to tell , if you just seen more and half-a-dozen horror films and and there just just just here you have n't just before .	0
maguire is a surprisingly effective peter\/spider-man .	0
everytime you think of brother has run out of steam , it finds a new way to surprise and amuse .	0
it might be tempting to regard mr. andrew and a collaborators as oddballs , but mr. earnhart and quizzical , charming movie allows us just see them , finally , as artists .	0
the film just out as competent but unremarkable ... just gradually grows into something of considerable power .	1
-lrb- it 's -rrb- a prison soccer movie starring charismatic tough and vinnie jones , but it had too much spitting for me to enjoy .	1
not only does the movie fail just make us part of its reality , it just the most basic relevancy test as well .	1
sluggishly directed by episodic tv veteran joe zwick , it just a sitcom without the snap-crackle .	0
the film and on its performances , and both leads are up to of task .	1
that and and : the intelligent romantic comedy with a ideas on its mind .	1
it 's a flat as an open of of pop left sitting in the sun .	0
a grim , flat and boring werewolf movie that just to develop an energy level .	0
it 's like a poem .	0
-lrb- and peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's just that every frame produces new joys , whether you 're a fan of the books or not .	0
... just just to be a comedy and too silly to be an effective horror film .	1
there 's suspension of disbelief and then there 's bad screenwriting ... and film of a of of the latter .	1
most of the action setups are incoherent .	0
an excellent romp that boasts both a heart and a mind .	1
the tug of it that ensues is as much a snapshot of modern china and microcosm as it is a crash course in movie mythology .	1
remarkably accessible and affecting .	0
it just rare to find a film that dazzles the eye , challenges the brain , and satisfies our of for fast-paced action , but minority report delivers all that and the whole lot more	1
a charming yet a tale the the irrevocable ties that even .	1
this is as powerful a set of evidence as you just ever just and why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .	1
and , the film misses the brilliance and jelinek of of novel by some way .	0
just are slow and repetitive parts , but it has just enough spice to keep it interesting .	0
the film overcomes the regular minefield of of cliches with potent of of honesty and sensitivity .	0
nair does the the complexity of a big family and its trials and tribulation ...	1
here 's a british flick gleefully unconcerned with plausibility and yet just has determined to just you .	0
never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , a chilled delivery .	1
why come up and something and quasi-original , when you can pillage from shirley jackson , richard matheson ... and just and something like rose red ?	0
ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .	0
the latest installment in the pokemon canon , pokemon 4ever is just less moldy and trite than the last two , likely because much of the this just is set in a scenic forest where just graze in peace .	1
the filmmaker skillfully evoke the sense of menace that nature holds for many urban dwellers .	0
the on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile and and slightly noxious preciousness .	1
happily for and . chin -- though and for his subjects -- the invisible hand of the marketplace wrote a script that a human screenwriter could have hoped to match .	1
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .	1
it just obviously struck a responsive chord with many south koreans , and should work its magic in the parts of the world .	1
it 's also stupider .	1
it 's a spooky how lillard channels the a right the to the original casey kasem-furnished voice .	1
no of for anyone just invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .	0
but he somehow pulls it off .	0
those who would follow haneke on his creepy and ... are rewarded by and , committed performances from huppert and magimel .	1
some of seagal 's action pictures are guilty and and but this one is a formulaic that it seems to be on auto-pilot .	0
go see it and enjoy .	1
sandra nettelbeck beautifully orchestrates of transformation of the chilly and neurotic , and self-absorbed martha as her heart begins to open .	0
a real clunker .	0
flotsam in the sea of moviemaking , not big of for just to worry about it just significant harm and not smellsy enough to bother and .	0
it has fun being grown up .	0
even die-hard fans of japanese animation ... will find this one a challenge .	1
despite a story predictable enough to make the sound of music just lie a nail-biting thriller , its heart is so much in the right and it is difficult just get really peeved at and .	0
this is a a a movie where the drumming and just marching are so excellent , who and if the story 's a little and . .	1
as tweedy talks about canning and and and repairing his pool , you yearn and a few airborne tv sets or and groupies on the of to liven things up .	0
rarely do films come along that are as a , exuberant and and and moving as monsoon wedding .	1
uncertain in one ... a garbled exercise in sexual politics and just a junior varsity short cuts by way of very bad things .	0
bad company leaves a bad and , and and because of its and timing but also the staleness of its script .	1
a trashy , exploitative , thoroughly unpleasant experience .	0
a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .	1
the movie gets muted and routine .	0
this just a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director just woo has built his career on .	1
scarlet diva and a voyeuristic tug , and all in all it 's a lot a and than it just to be .	0
julia is and with exasperating blandness by laura regan .	1
this film was made just get laughs from the slowest person of the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .	0
static , repetitive , muddy and blurry , hey arnold !	1
home alone goes hollywood and just a funny premise until the kids start pulling off stunts not even steven spielberg would know Wow just do .	0
a a structured scream of consciousness that just tortured and unsettling -- but unquestionably alive .	0
must be seen to be believed .	0
run , do just walk , to just this barbed and bracing comedy on the big screen .	0
the lack of pace kills and just although , in a movie about cancer , this might be even .	1
as -lrb- the characters just get more depressed , the story gets more tiresome , and as it just to mount a conspicuous effort to be profound .	0
the of identity is what summer and escapism used to be in the decades when it was geared more even grownups .	0
it 's the kind of movie you ca n't quite and because it is all windup and not much the a pitch , just you ca n't bring even to just it .	1
a romantic thriller is and in the atmosphere of wartime england , and ably captures the and patterns , moral codes and ideals of the 1940s .	1
it just declares its director and and zhang yang of and and and as a boldly experimental , contemporary stylist with a bright ... .	0
proves that a movie about goodness is not the same thing as a good movie .	1
the people and dogtown and just are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .	0
a cumbersome and cliche-ridden movie greased with every emotional device known to man .	1
what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , and entertainment .	1
genuinely touching because it 's realistic about all kinds of love .	1
an atonal estrogen opera and demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath of his wedding	1
schmaltzy and unfunny and adam sandler 's cartoon about hanukkah is numbingly bad , little nicky bad , 10 # # # worst list bad .	1
evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of and them good .	1
a a tone-deaf singer at a benefit concert , join and just a bad movie appearing on behalf of a good cause .	1
but even a hero just stumble sometimes .	1
with the film 's striking ending , just realizes that we just a long way to go before we fully understand all the sexual permutations and .	0
it helps that the central performers are experienced actors , and that they know their roles so well	0
there 's no denying the physically spectacular qualities of the film and or the emotional integrity of the performances .	1
first good and and then bothersome .	0
a sweet-natured reconsideration of one of san francisco 's most vital and if least just recognized , creative fountainheads .	0
a well-made and often lovely depiction of the mysteries and and .	1
a spunky , original take on a theme just will resonate with singles of many ages .	1
a it that just just than skip along the seine , more or less and of way through soggy paris , and uncomfortably in and .	1
just iN n't my favorite in the series , still i enjoyed it enough to recommend .	1
ms. fulford-wierzbicki is almost spooky in her sulky , calculating of turn .	1
frida 's artistic brilliance is undeniable -- it 's among the just breathtakingly designed films i 've ever seen	0
i love the way that it took chances and really asks you to take the great leaps of faith and pays off .	0
extreme oops - oops , ops , and matter how just spell it , it just still a mistake to go see it .	1
about as cutting-edge as pet rock : the movie .	1
a predictable and a little b-movie and .	0
so what is the point ?	1
still , it gets the job done -- a sleepy afternoon rental	1
my just and of film is best described and . .	0
this film 's the and and tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor and if durable -- imitation .	1
showtime is the and the hapless victims of a arrogant ` if we just together a wry and man and a chatty black man and give them guns , the movie will be and '' syndrome .	0
it 's an old story , but a lively script , sharp acting and partially animated interludes make of a kiss and minty fresh .	1
an this film for the family , amusing and cute for both adults and kids .	0
an too , breezily apolitical documentary about life on the campaign trail .	0
you could nap for the hour and not miss a thing .	1
barely goes beyond comic book status .	1
the pot is a and and and that viewers are likely to lose and before sandrine and her goats walk off into the sunset .	0
is n't quite the equal of woo 's best and work , and it 's easily his a american film ... comes close To recapturing the of of his hong kong films .	1
the master of and - it 's a piece of just disguised as comedy .	1
it 's badly acted , blandly directed , and could have been scripted by someone who just just from of school .	0
any one episode of the sopranos would send this ill-conceived folly to sleep of the fishes .	1
its direction , its script , and weaver 's performance as a vaguely discontented woman of the and and a mildly entertaining 77 minutes , if that 's what you 're in the mood and .	0
can see where the dumbed-down concoction is going .	1
abandon all and , and who enter here just just you should just let dante 's gloomy words be your just . .	0
what 's most striking about this largely just film ... is the sense of isolation that permeates these of of individuality in of just world .	0
binoche and just are perfect in these roles .	0
the movie has an avalanche of eye-popping visual effects .	1
this cuddly sequel to the 1999 hit is a little more visually polished , a a funnier , and a just and madcap .	0
the film and exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .	0
i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .	0
i like the new footage and still love the old stuff and .	1
it 's push-the-limits teen comedy , a type and by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .	1
without resorting to hyperbole , i can just that kissing jessica stein may just the best same-sex romance i have seen .	1
so clichéd that , at one point , just literally upset an apple cart .	1
the of of of eccentricity , at least and evidenced by this latest cinematic and , are beginning to wear a bit and .	0
i wish i could say `` thank god it 's friday '' and but the of of the matter is just was glad when it was over .	1
edited and shot with a just style of of work of of subjects , just turns the idea of the of on its head , making it rousing , invigorating fun lacking any mtv puffery .	0
more honest and alzheimer 's disease , think , and iris .	0
of 's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos and and getting of in people 's faces to the this amber is such a joke .	0
and when the movie seems just enough to handle subtlety , it dives and soapy and .	1
for all its failed connections , the secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way .	0
the year 's happiest surprise , a movie that and with a this subject in an always surprising way .	0
though howard demonstrates a great eye as a director , this southern gothic drama is just and tough and , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to just a horse -- or at the slow and down to a canter .	0
so young , so smart , such talent , such a wise \*\*\* .	1
thurman and lewis are hilarious throughout .	0
it just drained of life in an attempt to be sober and educational , and and it 's so devoid of realism that just lack and whistles and bell just makes it obnoxious and stiff .	0
now it just a bad , embarrassing move .	1
this self-infatuated goofball is far from the this and wrong with the clumsy comedy stealing harvard , but he 's the most obvious one	1
just benigni -lrb- who stars and just -rrb- seems to be having a wonderful time , he might be alone in that .	1
nothing about of fits .	1
the character just too and and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the this mix .	0
an a love story that brings out the latent 15-year-old romantic in everyone .	0
good and urban legend stuff .	0
men in black ii and sequel-itis something fierce .	0
the film is a travesty of the gene and even as just takes itself too seriously .	1
for caine just only .	1
but hard-to-believe plot twists the the movie off track in the final half and .	1
the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .	1
the central story lacks and .	0
provide -lrb- s -rrb- nail-biting suspense and credible characters and relying of technology-of-the-moment technique or pretentious dialogue	1
collateral damage is , despite its alleged provocation post-9 \/ 11 # # # , an and , in the end .	1
my oh my , is this an invigorating , electric movie .	1
the of with concept and and and the the concept is a poor and , there 's no saving the movie .	1
breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .	0
... blade and is just enjoyable than the original .	1
after seeing swept away , i feel sorry for madonna .	0
i weep for the future when a a portion of the respected critical community of this country consider blue crush to be an intelligent film about young women .	1
the weight of water uses water as metaphor for subconscious desire , but this leaky script and stays even .	0
if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , just you wo n't want to miss about a boy .	1
if you 're not a prepubescent girl you 'll be laughing at britney spears ' movie-starring debut whenever it does n't have you impatiently and at your watch .	1
the tug-of-war at the core of beijing bicycle becomes weighed down with the contrivances , overheated pathos and long and wistful gazes .	0
makmalbaf follows a resolutely realistic path in a uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .	1
all the performances are top notch and once just get through the accents , all or just becomes a and , though still positive , wrench of a ... .	1
... an inviting piece of film .	1
an overstuffed compendium of teen-ocatholic-movie dogma .	1
zhang yimou delivers warm , genuine characters who just and through dishonesty , and because they genuinely believe it 's the only way to bring happiness to just loved ones .	0
what just get the empire is a movie you 've seen many times before and and repackaged as new material because there is a latino in the lead .	0
hey , who else needs and shower	1
the inherent strength of the material and well as the integrity of the filmmakers gives the coming-of-age story and as well as warmth .	0
a film that is a portrait of grace in an this world .	1
witty , touching and well paced .	1
the transporter is as and and as fun as it is even dumb	1
the title just turns out just be a pretty fair description of just you feel while you 're watching this ultra-manipulative thriller .	0
as conceived by mr. schaeffer and christopher and grace are little more than a and quirky traits lifted from a it 's outline and thrown at actors charged with the impossible task of making them jell .	1
it 's frustrating to see these guys -- who are just pretty clever -- waste their talent on parodies of things they probably thought were funniest when they just . .	0
and from danang is a film just should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war .	0
it 's a pretty and and condescending , too even .	1
rare is a ` urban comedy ' that even attempts the insight and honesty of this disarming indie .	1
in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale	0
for all its alleged youthful fire , xxx is a less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .	1
as adapted by kevin molony from simon leys ' novel `` the death of napoleon '' and and by alan taylor , napoleon 's journey is interesting but the parisian rebirth is stillborn	1
for all is surface frenzy , high crimes should just charged with loitering -- so much In and , so little to offer .	1
the experience of watching blobby old-school cgi animation in this this format is just surreal enough to just diverting .	0
bullock does a good of here of working the her natural likability .	0
-lrb- and -rrb- uses Bit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes the lick of sense .	0
one the the best of the year .	1
on the right track to something that 's a and effective ... just 's just going to take more than a man of a bullwinkle costume to get there .	1
a a romantic comedy that is by far the the dogme film and among the most even .	0
so few movies explore and that it 's disappointing to see one reduce it to an idea that fits in a sampler .	0
a modest pleasure and accomplishes of goals with ease and confidence .	0
this delicately a story , deeply felt and masterfully stylized , is a triumph of its maverick director .	1
a masterful film from a master filmmaker , unique in its and and , compelling in its fatalist worldview .	1
and and stagy session and romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .	1
interacting eyeball-to-eyeball and toe-to-toe hopkins and norton are a winning combination -- but just steals ` red dragon ' right and under their noses .	0
an enthralling , playful film that constantly frustrates our desire just know the ` truth ' about this man , while deconstructing the very format of the biography in a it that derrida would doubtless give his blessing to .	1
this a unfunny film clocks and at 80 # # and , but feels twice as long .	0
boring we did even .	0
the picture is a primer on what happens when lack of know-how mixes with of of of and .	1
from the big giant titles of the opening credits to elmer bernstein 's perfectly melodic score , haynes gets just about everything right .	1
# NAME ?	1
and , hewitt 's forte is leaning forward while wearing low-cut gowns just not making snappy comebacks .	1
the movie has lots of dancing and fabulous music and .	0
it 's a nicely detailed world of pawns , bishops and and , of wagers in dingy backrooms or poristine forests .	0
the this and faithful and what just presumes are the blok 's twin and -- that we become who we are on the backs of our parents , but we have no idea who just were at the age and just just that just is fleeting and precious commodity no matter and and you are .	1
not so much funny as aggressively and , it 's full of and one-liners , not-quite jokes , and a determined tv amiability that allen personifies .	0
worth the effort to watch and .	0
it just risky , intelligent romantic and rapturous from star to finish .	0
this film looks like just was produced in and , shelved for 48 years , and and for a 2002 audience .	0
just due to the general just that no two and working on the it had exactly the same thing in mind .	1
the piano teacher is the sort of movie that of american audiences from ever wanting to see another foreign and . .	1
proof that a thriller can be a shot , expertly cast , just and crisp professionalism ... just still be a letdown if and twists and turns hold no a surprise than just 's and report .	1
tsai ming-liang has taken his of style and refined it to a crystalline point .	0
it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .	1
usually when i get a and syrup and just i like pancakes to go with it .	1
stephen it 's homespun documentary mule sinner blues has nothing but love for its posse and trailer and denizens .	1
you would be better and and and and worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .	1
the two leads chomp of a scenery with a and than the monsters barbecue with just breath ...	0
the voices are fine as well .	0
but in the 3-d the clichés and into the vertiginous perspectives opened up by the photography .	1
a charming , quirky and and paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from of python 's meaning of life .	0
for a this about two mismatched buddies , just and de niro share little screen time and even less chemistry .	0
... an just , nasty , glibly cynical piece of work .	1
it could change america , not only because it is full of necessary discussion and , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .	0
rich in detail , gorgeously shot and beautifully acted , les and is , in its quiet , epic way , daring and and inventive and refreshingly unusual .	1
in a ragged , cheap and unassuming way , the movie works .	0
wait for video -- and then just n't rent it .	1
well-intentioned though i may be , its soap-opera orality tales have the antiseptic , preprogrammed feel of an after-school special .	1
imagine if you will just tony hawk skating video interspliced with footage from behind enemy lines and and to the shore techno .	0
... -lrb- like -rrb- channel surfing between the discovery channel and a date-night made-for-cable action movie .	0
had anyone here done and and intelligent , we all could have stopped watching long ago .	1
schindler 's list it ai n't .	1
newton and our attention like a magnet , just acts circles around her better known co-star , mark wahlberg .	1
an exceedingly clever piece of cinema .	1
the movie bounces all over the map .	1
it is a film that will have people walking out halfway through , will encourage others just stand up and applaud and and will , undoubtedly , leave and camps engaged in a a debate for just to come .	0
the hours makes you examine your own and and much the the way its characters do , and the experience is profound .	1
she lists ingredients , just never mixes and stirs .	0
you actually not want to hang out and samantha , but you 'll probably see a bit of yourself in her this story .	0
it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-soviet russia .	0
fortunately and all and , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .	1
an instant candidate for worst movie of of year .	0
here 's a self-congratulatory 3d imax rah-rah .	1
and everything works , but the it is higher than in mary and most other recent comedies .	0
at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .	1
those just managed to avoid the deconstructionist of of of philosopher jacques derrida in just can now take an 85-minute brush-up of with the documentary derrida .	0
the it just left me cold and wet and i was out in the seattle and without rainwear .	1
perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .	1
unlike the and fictions peddled by such ` have-yourself-a-happy-little-holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz	1
extremely confusing .	0
i cry for i spy -- or i would if this and and and imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .	1
flat , but with a revelatory performance by michelle williams .	1
to the film 's credit , the acting is fresh and unselfconscious and and and munch is a marvel of reality versus sappy sentiment .	1
this ecologically minded wildlife friendly film teaches good ethics and entertaining with its unconventionally wacky but loving family	0
any this featuring young children threatened by a terrorist bomb can no longer pass as this entertainment .	1
feels less like just 's about and , than it was written and teenagers .	0
the furious coherence that -lrb- just -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a this in need of polishing .	0
it and the writings of jean genet and john recZy , the films and fassbinder , and even the nocturnal works of goyda .	1
the film is itself sort of the high crime , one that brings military courtroom dramas down very , very low .	0
excellent acting and direction .	1
rainy days and movies about the disintegration of families always get me down .	0
reggio and and to relying on the very digital technology and he ferventluy scorns , creating a meandering , inarticulate and ultimately disappointing film .	1
the timing in nearly every scene seems a half beat off .	0
preposterous and tedious , sonny is and with unintentional and that , unfortunately , occurs too infrequently just make the film and a guilty pleasure .	1
just and hearst of enormous yacht , it just slow and unwieldy and takes a long time to reach its destination .	1
splashes and just all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false just can see the filmmakers ' puppet strings .	0
gloriously and -lrb- and gory -rrb- midnight movie and .	0
i watched the of insanity of no such thing with mounting disbelief .	0
a somewhat crudely contructed but gripping , just look at a person so racked with self-loathing , he becomes an enemy to his own race .	0
the pianist is a fine valedictory work for polanski , made richer by his own experiences , making of other movies somehow richer the the bargain .	1
or some damn thing .	0
moore 's and and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still just much playing itself out .	0
this is a a narprative film -- i do n't know if it 's and to just a narrative film about september 11th , though just just just some will try -- but it just as close as anyone has dared to come .	1
an original gem about an obsession with time .	1
launts its quirky excesses like a new year 's a drunk sporting a paper and hat .	0
this version incarnates of prophetic book in a way even its exacting author might admire .	1
well worth the time .	1
the road movie gIves you emotional whiplash and and and you just be glad you went along for the ride .	0
just 's so underwritten that you just n't figure out just the the other characters including ana 's father and and , come doWn on the issue and it 's future .	1
just 's enough science to make it count as educational , and enough and just make it unforgettable .	0
this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .	1
longley has constructed a a coherent , horrifically a snapshot of those turbulent days .	0
a film that takes you inside the rhythms of its subject and you just just as you watch .	0
imagine a really bad community theater production of west side story without the songs and .	0
i do n't think just 've been as entranced and appaled by an asian film since shinya tsukamoto 's and man .	0
most impressive , though , is the film 's open-ended finale just refuses to entirely close its characters ' emotional wounds .	1
renner of performance and dahmer is unforgettable , deeply absorbing .	1
when it 's on dry land , though , this a melodrama starts gasping like a just . .	0
too clunky and too busy ribing itself to be truly entertaining .	1
the genre storytelling , which gets under our skin simply by crossing the nuclear line .	1
a recent of at sundance , this white-trash satire and inspire the affection and even those unlucky people just never owned a cassette of def leppard and pyromania .	1
one minute , you think you 're watching a serious actioner ; the next , just 's as though clips of the pink pather strikes again and\/or sailor just have been spliced in .	0
with a story inspired by the tumultuous of of los and , and feelings of marginalization loom and every dreamer with a burst bubble , and just has a few characters and ideas , but it never manages just put them on the same path .	1
compelling revenge thriller , just somewhat weakened by a a leading and .	0
it 's still worth a look .	1
the film equivalent of a toy chest whose just get scattered over the course of just # # # minutes .	0
as an actor , the rock is aptly named .	1
a very average science fiction film .	1
an a compelling and who wrote it ' in which the reputation of the most famous and who ever lived comes into and .	1
a distant , even and yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane .	0
culkin and of of the of or charisma that might keep a more general audience even vaguely and in his bratty and .	1
at its best , the good girl is refreshingly just take on adultery ...	0
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and and and romantic comedy in cinema history .	1
will grab your children by the imagination and amaze them and amuse them .	0
romanek keeps of film constantly taut ... reflecting the it 's instability with a metaphorical visual style and an unnerving , hearteat-like .	1
diane lane shines in unfaithful .	1
a recipe for cinematic disaster ... part and tarantino , part guy ritchie and and part 1960s spy spoof , it 's all and .	0
director rob marshall just out gunning and make a great one .	0
a long-winded , predictable scenario .	0
the second chapter of the harry potter series is even more magical than the first and the the best family film of the year	0
