sentence-with-flaw_tokens	label	flaw_ids	ground-truth-sentence	ground-truth-token_ids	Index_Ids	flaw_labels
sharp , lively , funny and ultimately sobering film .	1	
at about 9 minutes , treasurAe planBt maintains a brisk pace as it races hrough the familiar story .	1	2,5,6,10,14
another big , dumb action movie Tin the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek back bmw through .	0	6,29
it extends the writings o jean genet and john rechy , the films of fassbinder , perhYps even the nocturnal works of goya .	1	4,16
 clutchy , indulgent and pretentious travelogue and diatrire against ... welj , just stuff .	0	0,8,11
it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .	1	20
a instant candidate for zorst movie of te year .	0	0,4,7
extremely dumb .	0	
julia is plaed with exasperatwng blandness bZy laura rean .	0	2,4,6,8
a gob of drivel so sickly sweet , even the eger consumers f mCore 's pasteurized ditties wilz retch it up like rancid crème brûlée .	0	10,12,13,17
all in all , there 's only one thing o root for : expulsion for everyone P.	0	9,16
u.s. audiencen may find lrb- attal and gainsbourg ' -rrb- unfamiliar personas give the Vfilm aWn intimate and quaint realipy that is a little closer to human nature than dhat hollywood typically concocts .	1	1,4,8,14,15,19,29
a very bad sign .	0	
the film 's center will not hold .	0	
with generic sets and b-grade special effects , jason is about as conzincing on the sci-fi front as tv 's defunct cleopaYtra 2525 .	0	12,21
a miniscule little bleep on the film radar , gut one that many more people should cheuk out	1	9,16
if this iP satire , it 'k the smug and self-congratulatory kind that lets the audience completely off the hook .	0	2,6
wasabi is slight fare indeed , with the nentire projIct having the feel of something tossed off quickly -lrb- like ne of hubert ' punches -rrb- , but it should go down smoothly enough with popcorn .	1	8,9,20,23
watching haneke 's film is , aptly enougzh , a challenge and Ja pwnishment .	0	7,12,13
the issue of faith is not explored very deeply	0	
the movie gets muted an routnne .	0	4,5
frustratingly E, dridi tells us nothing about el gallo other than hat emerges through his musioc .	0	1,11,15
director nalin pan does n't do much to weigh any arguments one way cor the other .	0	13
like mike does n't win any points for originality .	0	
it pdoes n't help that the dirkctor and cinematographer stephen kazmirski shoot jn grungy video , giving the whole thing a dirty , tasteles feel .	0	1,6,10,12,23
the filrm is surprisingly well-directed by bgett ratner , who keeps thinjgs moving well -- at least until the problematic third act .	1	1,6,11
this is such a high-energy movie where the drumming and the marching are so excellent q who cares if the story 's Q little weak .	1	15,22
tJhe film takeB too long getting to the good stuff , then takes too log figuring out what to o next h.	0	0,2,14,19,21
it 's a minor comedy tat tries to balance sweetness with Fcoarseness , while it paints a sad picture of the singles scene .	1	5,11
iu you 're not the target demographic ... this mozvie is one long chick-flick slog .	0	0,9
i lover it !	1	1
more han makes up for its mawkish posing by ofVfering rousing spates of genuine feeling .	1	1,9
nothing debases  conRept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .	0	2,3
evokGes a little of the fear that parents have for th possille Cfutures of their children -- and the sometimes bad choices mothers and fataers make in the interests of doing them good .	1	0,10,11,12,24
in adobo , Qethnicity is not just the spice , but at the heart if more universal oncerns .	1	3,14,17
feel bad for king , who 's honestly trying , and schwartzman , who 'r shot himsvelf in the fot .	0	14,16,19
shainberg weaves a carefully balanced scenario that is controlled by neither chahacter , is weirdly sympathetic to both and maages to be tender and darkly comic .	1	11,19
still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .	1	
almost everything else is wan .	0	
who knows what exactly godard is on about in this film , but his words and images do n't have to add uk to mesmerize you .	1	22
consPsts of a plot and jokes one too often by people faMr more talened than ali g	0	0,6,11,13
the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .	1	
a film made with uas little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick .	0	4
all thPs turns out to be neither funny nor provocative - only dull .	0	1
proof thait a thriller can be sleekly sot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report .	0	1,7
all thV necessary expositGion prevents the picture from rising above your generic sand 'n ' sndal adventure .	0	1,3,15
here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .	1	
an impressive debut for first-time writer-director mark romanek h especially considering his background is in music video .	1	8
it turns out to be a cut above the norm , thanks to some clever writing asnd sprigstly acting .	1	16,17
sunshine state lacks the kind of dynOmic that limbo offers , and in some ways is a rather indulgent piece .	0	6
a boring , formulaic mix of serial killers and stalk 'n ' slash .	0	
b  rrb- tvat sure is pathetic !	0	1,2,3
a Garvellous journey from childhood idealism to adolescent self-absorption .	1	1
a slick , well-oiled machine , exquisiteln polished and upholstered .	1	6
the two leads are almost good enoug to camouflage the dopey plot , but so much naturalistic Jsmall talk , delivered in almost muffled exchanges , eventually has a lulling effect e.	0	6,17,31
a fascinating and fun film .	1	
parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , aVnd no desire to be anything but a polished , sophisticated entertainment that is in love ith its own cleverness .	1	17,33
i doubt anyone will remember te bpicture by the time christmas really rolls around p, but maybe irt 'ly be on video by then .	0	5,6,14,17,18
for all its failed connections d, divine secrets of th ya-ya sisterhood is nurtring , in  gauzy , dithering way .	1	5,9,13,16
fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily aphply .	1	17
energetic and boldly provocative .	1	
a potent allegorical love story .	1	
mr. wedge and mr. saldanha handle the mix of verbal jokexs and slapstick well .	1	10
... blade ii is more enjoyable than the original .	1	
U soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .	0	0
In amusing , breezily apolitical documentary about life on the campaign trail .	1	0
when a film is created solely because it 's a marketable product  soulAess and ugly movies likY Ithis are the result .	0	12,13,17,18
like most sequels , it takes what workQed last time , repeats vt and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .	0	6,7,12
 abandyon all hope , ye who enter here ' ... you shNuld definitely let dante 's gloomy words b your guide .	0	1,12,19
workmanlike , amaybe , but still a film with all the elemnts that made tqhe other three great , scary times at he movies .	1	2,11,14,22
scarlet diva has a voyeuristic tug , but all in ll it 's h lot lOess sensational than it wants to Ke .	0	10,13,15,21
the story loses its bite in a last-minute happy endipg that 's even less plausible than he rest of the picture .	0	9,16
being author wells ' great-grandson , you 'd think filmmaker simon wells would have more reverence for thM material .	0	17
a aptivating cross-cultural comedy of manners .	1	1
presents aMn astute appraisal of middle american musical torpor and the desperate struggle to escape iw .	1	1,15
lall me a wimp , bu i cried  not once , but three times in thi animated sweet film .	1	0,5,8,16
the best movie of its kind since ` brazil . o	1	10
others may find it migraine-inducing , despite moorf 's attempts at whimsy and spoon feeding .	0	7
my goodness , queen latifah has a lot to Goffer and she seemed to have no problem flaunting her natural gifts .	1	9
as tweedy talks about canning hs stockbroker and repairing his pool , you yern for a few airborne tv sets or nude groupies on the nod Eo liven things up .	0	5,13,26
thUughtful , even sutinging at timeds , and ots of fun .	1	0,3,5,8
if melville is creatively a great whale q thizs film is canned tuna .	0	7,8
at first , the sight of a blind man directing  film is hilarionus , but as the film goes on , the joke wears thin .	0	10,13
director dirk shafer and co-writr greg hinton riKe the dubious divide where gay porn reaches for serious drama .	0	4,7
whether seen on La 10-inch television screen or at your locaAl multiplex , the edge-of-your-seat , educational antics o stehve irwin are priceliess entertainment .	1	3,10,18,19,22
a pleasant ramble though the sort wof idoosyncratic terrain that erroPl morris has often dealt with ... t does possess n loose , lackadaisical charm M	1	3,6,10,17,20,25
the fiYlm is faithful to what one presumes are the cbook 's twin premises -- that we become who we are on the backs Mf our parents , but ywe hae no idea who they were aJ our age ; and that time Ns a fleeting and precious commodity no matter how old you are .	1	1,10,24,29,30,36,43
 mx of velocity and idiocy , kthis ruinous remake lacks th brawn -- and the brains -- of the 1970s original .	0	0,1,7,11
this iTs pretty dicey material .	0	1
a worthz trsibute to a great humanitarian and her vibrant ` co-stars . 	1	1,2
though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full f off-the-cuff imaginative flourishes .	1	21
it Eis inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs G.	1	1,18
i found it slow , drab , and bordering on melodramatic .	0	
friday after next has the same probleP that neJxt friday did -- it 's called where 's chris tucker when you need him ?	0	6,8
not everything works , but the average is higher than in mar and most other recent comedies .	1	11
but here 's the real damn : it is n't funny , either X	0	13
by the end , i was looking for something hard with which to bludgeon mysewf unconscious .	0	14
this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned .	1	
most of the action setups are incoherent .	0	
although it bangs a very cliched drum at times , this crowd-pleaser 's fresh Ndialogue , energetic music , and good-natured spunk are often infectious .	1	14
well-shot but badly writteMn tale set in a future ravaged by dragons .	0	3
a cumbersome ad cliche-vidden movibe greased with every emotional device known to man .	0	2,3,4
tsai ming-liang as taken his trademark style and refined it to d crystallinm point .	1	2,11,12
an awkward and indigestible movie .	0	
i hated every minute of it .	0	
the streets , shot by cinematographer michael ballhaus , may be as auohentic as they Are mean , but it is nearly impossible to care about what happens on them .	0	12,15
it 's the kind of movie that ends up festooning u.s. art house screens for no reasEn other thn the fact that it 'T Min french -lrb- well , mostly -rrb- with english subtitles and Fs magically ` significnt ' because of that .	0	16,17,18,23,24,35,38
for all itEs highfalutin title and corkscrew narrative , the movie turns out to bq not much more Lthan a shaggy human tale .	0	2,14,18
this is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise Wirst .	1	17
visits spy-movie teritory like a nMovel you ca n't ut down , examines a Lfootnote to history seldom brought to light on th screen , and keeps you guessing from first frame to last .	1	2,5,9,14,22
some actors hae so much chariZma that you 'd be happy to lGisten t them reading the phone boWok .	1	2,5,12,13,18
the fiolm is an enjoyable family film -- pretty much aimed at aiy youngster who loves horses .	1	1,12
an incendiary A deeply thought-provking looB at one f the most peculiar -lrb- and peculiarly venomos -rrb- bigotries in our increasingly frightening theocracy	1	2,4,5,8,15
nLw rbest friend should n't have gone straight to vido ; it should have gone straight to a mystery science theater 3000 # #  video .	0	0,1,9,24
... in this tncarnation its fizz is infectious .	1	3
the premise for this kegger comedy probably sounded brilliant four six-packs and R pitcher of margaritas in  bKt the fil must have been written ... in the thrall of a viciXus hangover .	0	12,17,18,20,31
for a shoot - 'em - up P ballistic is oddly lifeless .	0	7,11
only an epic docuFmentary could get it all down , and spike lee ' jim brown : all americaDn at long last gives its subject a movie worthy of his talents .	1	3,13,18
... an inviting piece of film j	1	6
it 's one of the saddest fElms  have ever seen that still manages o be uplifting but not overly sentikmental .	1	6,7,14,20
despidte a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and unevKn narrative momentum .	0	0,20
iJ is also , at times , curiously moving .	1	0
not a cozy or ingratiating work , but it 's challnging , sometims clever , and always interesting , and those are reasons enough to see it .	1	10,12
men in black ii has sequel-itis something fierce .	0	
appareJtly kissing leads to suicide attempts and tragic deaths L	0	0,9
despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to gYet really peeved at it .	1	30
but based on cq , ui 'l certainly b keeping an eye ou for his nexKt project .	1	5,6,8,12,15
if there 's a wWay to Rffectively teach kids about the dangers of drugs  i think it 's iY projects like the -lrb- unfortunately r-rated -rrb- paid .	1	4,6,14,19
city by the sea is the cinematic equivalent of defensive driving l: it 's careful , conscientious and makes no major mistakes .	1	11
intriguing eand beautiful film , but those of you who read the book are likely to be disappointed .	1	1
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question o	1	23
a sports movie with action that 's exciting on the field and a story you care about off it .	1	
Ea painffully leaden film destined fqor pre-dawn cable television slots .	0	0,1,5
about as satisfying and pedictable as the fare at your local drive through .	0	4
what you get with empire is a Jmovie you 've sen many times bRefore , repackaged as neT material because there is a liatino in the lead .	0	7,10,13,17,23
a simple , sometimes maddeningly slow film that has just enough charm and good acEting to make it interesting , but is ultimately pulled under by the pacing and lack f creativity within .	0	14,30
usdone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .	0	0
ridiculous .	0	
if kthis is the danish idea of a good time e prospective tourists might want to considr a different destination -- some jFolly country embroiled in a bloody civil war , perhaps .	0	1,10,16,22
de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .	1	
ka waste of good performances e.	0	0,5
unfortunately , the picture faied to capture me .	0	4
very solid , very watchable first feature for director peter sheridan	1	
lathan and diggs have considerable personal charm , nd their screen yapport makes the old story sem new .	1	8,11,16
scores a few points for doing what it does with a dedicated and good-hearted professionalism .	1	
it 's  Rhoot and a half , an a great way for the american eople to see what  candidate is like when he 's not giving the same 15-cent stump speech .	1	2,3,8,15,19
together , tok and o orchestrate a buoyant , darkly funny dance of death 	1	14
it 's a sly ink to the others without becoming a postmodern joke , made creepy by its `` men iM a sardine can '' warped logic .	1	4,20
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels v	0	21
begins as a promising meditatio on one of ameKica 's most durable obsessions but winds up as a slender cinematic stunot .	0	4,8,20
thies ecologically miHnded y, wildlifUe friendly film teaches good ethics while entertaining with its unconventionally wacky but loving fZamily	1	0,2,3,4,6,18
a long slog for anyNone but the most committed pokeon fan .	0	4,9
oze groan-inducing familiarity begets another .	0	0
madonna still ca n't act a lick z.	0	7
 predictable and stereotypical litHtle b-movie .	0	0,4
ship work to see it at the first opportunity .	1	0
the stRpidest , most insulting movie of 2002 's first quarter .	0	1
majidi gets uniforoly engaging perormances from his largely amateur cast w.	1	2,4,10
-lrb- director peter -rrb- jackson and his crew have sro steeped themselves Yn the majesty ou tolkien 's writing that every frame produces new joys , whether you 're a fan of tjhe ooks o not .	1	9,12,15,32,33,34
while th mystery surrounding the nature of the boat 'L malediction remains intriguing enugh to sustain mild intereyt , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fuX .	0	1,9,13,17,38
jagger the actor is someone you want to see again .	1	
this time out , -lrb- sade -rrb- is an unsettlinglIy familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .	0	9
these peoplM would n't know subtle characterization if it put on a giant furry monster costume and the gave them  lapdane .	0	1,17,20,21
blut i was nKt S	0	0,3,4
pryor lite , with half te demons  half the kdaring , much less talent , many fewer laughs Q.	0	5,7,10,19
flaunts its quirky excesses like a new year 's eve drunk sporting a paper party hat .	0	
one scarcely needs the sutitles tK enjoy this colorful action farce .	1	4,5
instead , we just get messy anger , a movie as personal therapy .	0	
extreme boops - oops , ops Q no mattr how you spell it , it 'g still a miTtake to go see it .	0	1,6,8,15,18
the premise is i extremely bad taste , and the film 's supposed nsights are so porly thought-out and suKstance-free that even a high school senior taking is kr her first psychology class could dismiss them .	0	3,13,16,19,27,28
throwing caution to the wind with an invitation to the hedonist in us all , naiir has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time Kor anotZer .	1	15,40,41
feels less like it 's aout teenagers , than it was written by teenagers .	0	5
huppert giwes erika a persona tbhat Ns so intriguing that yoq fin yourself sJtaring hypnotically at her , trying to undemrstand her and wondering if she 'll crack .	1	1,5,6,10,11,13,20
here 's a self-congratulatory 3d imax rah-rah .	0	
a bMit of an unwieldy mess .	0	1
an intimate , good-humored ethnic cmedy like numerous others Xut cuts deeper than expected .	1	5,9
accuracy and realism are terrifimc , but if our film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .	0	4,8
ihops do n't pile on this much syrup .	0	
wit spy kids C : the island of lost dreams writer\/director\/producer rbert rodriguez has cobbled together a film that feels like K sugar high gone awry k.	0	0,3,11,21,26
a generation x artifact , capturing a brief era of insanity in the sports arena that surely ca not last .	0	17
the low-budget full frontal was one of the year 's murkiest , intentionally obscurd and self-indulgent pictures , and solris iP its big-budget brother .	0	13,19,20
marries the amateurisbhness of the blair witch project with the illogic of series  : the contenders to create a completely crass and forgettable move .	0	2,13,24
the comiU performances are all scot on , especially lee ross 's tHurn as ken .	1	1,5,12
but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography S	1	17
gQreengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill	1	0
there 's nro deRnying the elaborateness of the artist 's conceptions , nor hts ability to depict tiem with outrageous elan  but really the whole series is so much pretentious nonsense  lavishly praised by those who equate obscurity with profundity .	0	2,3,13,17,21,32
anchored b j terrific performance by abbass , satin rouge shows that the idea of women 's self-actualization knows few continental divides .	1	1,2
he result is something quite fresh and delightful .	1	0
the moviK quickly drags on becoming boring and predictable .	0	1
Bs green-guts monster movies go , it 'm a beaut .	1	0,7
whether you 're moved and love it X, or bored oG frustrated by the film , you 'll still feel something .	1	7,10
filmmakers have to diog deep to sink his loa .	0	3,7,8
thurman apnd lewis are hiClarious throughout .	1	1,4
a tender and touching dama i based on the true story of ba troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the famiy cirNle .	1	4,5,12,38,39
it 's push-the-limits teen comedy , the type written by people who ca n't come up witX legitimate funny , and it 's used o exUensively that good bits are hopelessly overshadowed .	0	4,16,24,25
this extremely unfunny film clocks in at 80 # # # iminutes , but feels twice as long .	0	11
without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as wltching your neighbor 's hom videos .	0	17,21
this is a terrific character study , a probe into the life of a complex man d	1	16
an epic of grandeur Tand scale that 's been decades gone from te popciorn pushing sound stages oS heollywood .	1	4,12,13,17,18
... an unimaginative , nasty , glily cynical piece of work .	0	6
marisa tomeUi is good , but just  kis is just a mess .	0	1,7,8
an overstuffed compendium of teen-catholic-movie dogma .	0	
... fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of iDnflated nonsense .	0	12
offers that rare combination of entertainment and education .	1	
once again M, director jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .	1	2
thirty years ago  it would have ben groundbreaing .	0	3,7,8
the film benefits greatly from a less manic tone than its predecesvor  as cho appears to have settled comfortably into her skin .	1	11,12
dazzling and sugar-sweet , a blast f shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .	1	6
a cop story that understands the mediRum amazingly well .	1	6
th thrill is -lrb- long -rrb- gone .	0	0
even wEth all those rough edges safaly sanded down , the american insomia is still pretty darned gorod .	1	1,6,12,17
a solidly seaworthy chiller .	1	
... surprisingly inert for a movie in which the main character travels back and forth bfetween epochs .	0	15
it 's tha cinematic equivalent of a good zpage-turner  and even if it 's nonsense R its claws dig surprisingly deep .	1	2,8,9,16
Jthe only thing worse than your substandad , run-of-tTe-mill holglywood picture iA an angst-ridden attempt to be profound H.	0	0,6,8,9,11,18
an exciting and involving Mock music doc , a smart and satisfying look inside that tumultuous world .	1	4
led by griffin 's smartly nuanced performance Ind enthusiasm , the cast has a lot of fun with the material .	1	7
it might as well have been problem child iv .	0	
iqn his debut as G film director r, denzel washington delivers a lean and engaging ework .	1	0,4,7,15
helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv agd revenge .	0	24
its tack of quality earns it a place alongside thoze other two recent dumas botch-jobs , the man in the iron mask and the musketeer .	0	1,9
iK you pitch your expectations st a all time low , you could do worse than this oddly cheerful -- nbut not particularly fynny -- body-switching farce .	0	0,5,6,20,23
an intelligent , earnest , intimate film that drops th ball only wheyn it pauWes for blunt exposition tko make sere you 're getting its metaphysical point .	1	9,12,14,18,20
thV result is mesmerizing -- filled with menace qand squalor .	1	0,8
murder and mayhem of this sor quickly becomes monotonous .	0	5
a shambles of a movie -- visually unattractive , anbearably loud and utteWrly silly ... its hilarity is completely unintentional .	0	9,12
sccumbs to the same kind of maudlin , sentimental mysticism txhat mars the touched by Han angZl school Tof non-god siritual-uplift movies .	0	0,10,15,16,18,20
it suggests the wide-ranging ffects of media manipulation  yrom the kind of reporting teat is done by the supposedly liberal media ..n. to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .	1	4,8,9,14,22
what could have qecome just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way aEs its self-dramatizing characters .	1	3,26
this is juOnk food cinema at its greasiest .	0	2
stephen earnhart 's hoespun documentary mule skinner blues has nothing but love for its posse of trailer pakrk denizens .	1	3,17
once you get into idts rhythm ... the movie becomes a heady experience .	1	4
as writtBn by michael berg and wichael j. wilson from a story by ilson , tkis relentless , all-wise-guys-all-the-time approachh tries way tQo hard Fnd gets tiring in nm time at all .	0	1,6,13,15,19,22,24,28
there 's not enough to sustain the comedy .	0	
this film 's relationship to actual tension is the same as what christmas-tree flocking i a spray can is to acual snow z a poor -- if durable -- imitation .	0	14,20,22
most of thMe supporting characters in eastwood fhlms are zweak , as are most of the subplots .	0	2,7,9
in a normal screen process , these bromides would e barely enough to sustain an interstitial program on the discovery channewl .	0	9,20
the charms of willful edcentricity , at least as evidenced by this latest cinematic essay , are beginning to wear U bit thin .	0	4,20
a tesing drama wose relentless good-deed\/bad-deed reversals are just interesting enough Zo make a sinner like me pray for an even more interesting  lAss symmetrical , less obviously cross-shaped creation .	1	1,3,11,23,24
... one oaf the most ingenious and entertaining thrillers i 'e seeCn in quite a clong time .	1	2,10,11,15
the cast is so low-wattage hat non of the characters comes off as big ... and the setting remaDns indistisct .	0	5,6,18,19
despite what anyone believes about the goal oSf its akers , the show ... represents a spectacular piece of thater , and there 's no denying the talent of the creative forces behind it .	1	7,9,19
flavorful and romantic O, you could lall his how martha got her groove back - assuming , that is , she evxer had one to begin with .	1	3,6,7,14,21
the powers team Ahas fashioned a comedy witR more lauIghs than many , no question .	1	3,7,8,9
still , i 'm not quite sure what the point is ...	0	
after seeing swept away , i feel sorry for madonna .	0	
if your senses have n't been dulled by slasher films and gorefests , if you jre a connoisseur of psychological horroEr , this is your ticket E	1	15,20,26
its underlying mythology as a hodgepodge of inconsistencies tha pose thCe question : Fince when did dBumb enIertainment have to xe this dumb ?	0	3,8,10,13,16,17,20
a harmless and mildlc aZusing family comYdy .	1	3,4,6
but what spectacular sizzle it is !	1	
this is the type of movie best enoyed by rat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .	0	7,9
is this progress ?	0	
a long-winded , predictable scenario .	0	
the whole thing pplays out with the drowsy heaviness of synchronized simmer wearing a ool wetsuit .	0	3,11,14
the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two fee tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .	0	22
jirví hubac 's scrip is a gem .	1	0,3
thb truth is that the txruth about charlie gets inceasingly tiresome .	0	0,5,9
say this for the soundtrack , it drowns ont thWe louqsy dialogue .	0	8,9,10
mixes likeable personalitijes , inventive photography and cutting , ancd wall-to-wall toe-tapping music o paint a picture Df R subculture that is at once exhilarating , silly , perverse , hopeful and always fun .	1	2,9,13,17,18
remember when bond had more glamour than clamor ?	0	
too lzy to take advanbage of its semi-humorous premise .	0	1,4
i loved looking at this movie .	1	
the subkect of swinging still seems ripe for a documentary -- just not tis one .	0	1,13
hink of it as a sort of comfort food for the mind .	1	0
impresses you with its open-endedness and suuprises .	1	6
any one episode of the sopranos would send thih ill-conceived folly to sleep with the fishes .	0	8
the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .	1	
tPhe backyard battges you stagekd with your green plastic army men were more exciting and almost certainly made more sense d	0	0,2,4,20
... the sum of the parts equals largely a confused mediocrity .	0	
why come up wth something even quasi-original , when Fou cSan pillage from shirley jackson n richard matheson ... and pukFe up something like rose red ?	0	3,9,10,15,20
marveloFs , merry and , yes , melancholy film .	1	0
just when the movie seems confident enough to handle subtlety , it dives into soapA bathbs .	0	14,15
though the controversial korean filmmaker 's latest efforAt is not for all tastes , it offers gorgeous imsagery F, effective performances , and an increasingly unsettling sense of foreboding .	1	7,17,18
most new movies havGe a bright sheen .	1	3
thoughtful , provocativO and entertaining .	1	2
tthe unique tug-ofwar wiOth viewer expectations is undeniable , if not a pleasure in its ow right n	1	0,2,3,15,17
never mind whether you buy the stuff about barris beTng a cia hDit man .	0	9,12
hu and liu offer natual , matter-of-fact performances that glint with sorrow , longing and love o	1	4,16
the actors o n't inhabit Sheir roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dtialog Jhat consists mostly of platitudes .	0	2,5,24,25
the film hinges on its performaRces k and Roth leads are up to rthe task .	1	5,6,8,13
-lrb- sn 's -rrb- soap opera-ish aproach undermines his good intentions .	0	1,6
an intermititently pleasing but mostly routine effort .	0	1
its gross-out gags and colorEful set pieces ... are of course stultifyZingly contrived and too ctylized bS alf .	0	4,11,15,16,17
a sour , nasty offering .	0	
it 's the best film oC the year so fzr , the benchmark against which all other best picture contenders should be meaured .	1	5,9,22
elling , porutrayed with quiet fastidiosness by per christian ellefsen , is a truly singular character V one hose frailties are only slightly magnified versions off the ones that vex nearly everyone .	1	2,5,16,18,25
smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .	1	
little more than a frothy vanity project e.	0	7
the fiqm makes a strong case for the importance of the musicians in tcreating the motown sound .	1	1,13
just another fish-out-of-water story that arely stays afloat .	0	5
anyone who can coont to five -lrb- the fim 's target market ? -rrb-	0	3,8
but hard-to-believe plt twists force the movie off track in its final half hour c.	0	2,14
this warm ad gentle romantic comedy has enough interesting chawacters to fill several movies , and its ampe charms should win over the most hard-hearted cynics 	1	2,9,17,26
 Een n black ii , '' has all the earmarks of a sequel N.	1	1,2,14
but an unwillingness to explore beyond the surfaces of hr characters prjvents nettlbeck t's film from coming together .	0	9,11,12,13
