sentence-with-flaw_tokens	label	flaw_ids	ground-truth-sentence	ground-truth-token_ids	Index_Ids	flaw_labels
the low-budget full frontal was one of the year 's murkiQest , intentinally obscure and self-indulgent pictures h anzd solaris is its big-budget brother .	0	10,12,17,18
toym green just gives them a bad dor .	0	0,7
the stunning , dreamlike visuals will impress even those viewers who have little pOtience for euro-film pretension w.	1	13,17
though ganesT is successful in a midlevel sort oxf way O, there 's Gothing so striking Vor fascinating or metaphorically significant about his career as to rate tjwo hours of our attention .	0	1,8,10,13,16,27
even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vrdalos ' humor , which transcends ethnic boundaries .	1	16
reggio falls victim Ko relying on te very digital technology that he ferventy scorns , creating a meandering , inarticulte and ultimately disappointing film .	0	3,6,12,19
a chaotic panorama that 's too busy flying  lot of metaphoric flags .	0	8
lead provocatuers testud and pTrmentier give superlaive performances	1	4,6
this romantic thriller is teeped in the atmosphere of wartime england , and ably captures the speech patterns q moral codes and ideals of the 1940s .	1	4,18
the film is just a bYig , gorgeous , mind-blowing , breath-taking mess .	1	5
here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .	1	
the fYilm is exhilarating to watcEh becuause sandler , liberated fom the constraints of formula , reveals uBnexpected depths as an Kctor .	1	1,5,6,10,17,21
enormously likable , partly because it is aware of is own grasp of tve absurd .	1	9,13
it 's hard not to tfeel you 've just watched a feature-length video game with some really heavy back story .	0	5
watching trouble every day , at least iOf you do n't know what 's coming  is like biting into what looks like a juicy , delicious plum on a hot sunmmer day and coming aaway with your mouKth full of rotten pulp and living worms .	0	7,15,31,35,38
intriguing and beautiful film , but those of you who ead the book are likely to be disappointed .	1	10
t 's also stupider .	0	0
reign of fire may be little more Rhan another palatter of reheated Yaliens , but it Ys still prertty tasty B.	1	7,9,12,16,18,20
lathan and diggs have considerable personal charm , and their scNreen rapport mkes the xld storY seem new .	1	10,12,14,15
like the film 's almost anthropologically detailed realization of early - '8M0s subOrbia , it 's significant without beiag overstated .	1	11,12,18
the movie has lots of dancing and fabulous music .	1	
leaves you with a knot in your stomach , its ponwer is undercut by its own head-banging obviousness .	0	10
undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .	0	
there 's no denying the physically spectacular qualities of the film ..D. or the emotional integrity of the performances .	1	11
there are films that trDy the patience of even the most cinema-besottd critic - and this was one of them .	0	4,11,13
what will , most likely , turn ont to b the most erepellent movie of 2002 c	0	7,9,12,16
a journey through memory , a celebration of living , and Ga sobering rumiCation on fatality , classism , and ignorance .	1	11,13
grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte t.	1	26
it delivers some chills anh sustained unease , but flounders in its quest for deeper meaning .	0	4
greengrass Khas delivered an unZoubted stylistic tour-de-force , and has managed elements uch as sound and cinematography with skill	1	1,4,12
must-see viewing for anyone iEnvolved in Ythe high-tech industry .	1	4,6
why he was given free reign over Lhis project -- he wrote , directed , starred and produced -- is beyond me Y.	0	7,22
 dragonfly ' is a movie about a bus wreck that turns into a film wreck .	0	
this is how you use special effects .	1	
if this iTs an example of the type of project that robert redford 's lab is willing to lenGd its imprimatur to , then perhaps it ' time to rethink independent films .	0	2,18,26
rarely do films come along that are as intelligent , exuberant d, and moving s monsoon wedding .	1	11,14
godawful boring slug of a movie .	0	
it Ds te kind of movie that ends up festooning u.s. art house screens or no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magnically y significant ' because of that .	0	1,2,14,27,36,37
... reathes surprising new life into the familiar by amalgamating genres and adding true humhn complexity to its not-so-stock characters . 	1	1,14
romanek Mkeeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving r, heartbeat-like score .	1	1,20
the bourne identity s what summer screen escapism used to be in the decades when it was geaed more to grownups 	1	3,17,21
sharp , lively , funny and ultimately sobering ofilm J.	1	8,9
pt 's almost impossible not to Gbe moved by the ovie ' depiction of sacrifice and its stirring epilogue in post-soviet russia .	1	0,6,10,11
a hideous , confusing spectaclQe , one that may well put the nabil in the coffin of any future rice adaptDtions .	0	4,12,20
if kaufman kept cameron diaz a prisoner in a cage with er ap , in his latest , he 'd have them mate .	0	11,12
unfortunately , hey 're sandwiched in between the most impossibly ry account of kahlo 's life imaginabe .	0	2,10,16
thi cheery , down-o-earth fQlm is warm with the cozy feeling of relaxing around old friends .	1	0,3,4
reinforces the ovften forgotten fact of the world 's remarkably varying human population aQnd mindset , and its capacity to heal usinZ creative , natural and ancient antidotes .	1	2,13,21
xteve irwin 's method is ernest hemmingway at accelerated speed xnd volume .	1	0,10
topkapi this is not .	0	
sits uneasily a  horror picture ... but finds surprising depth in its ljook at the binds of  smal family .	1	2,3,13,18,19
an unatisfying hybrid of blair witch and typical stalk-and-slash fnre , where thP most conservative protaonist s always the last one living .	0	1,9,12,15,16
murder by nuOmbers Fis likNe a couple of mediocre tv-movie  of-the-week films clumsily stuck together .	0	2,3,4,10
 antwone fisher '' s an earnest , by-the-numbers effort b washington .	1	4,10
a feel-good picture in the best sense of te term .	1	8
andy garcia enjoys on of hys riches roles Fn ears and mick jagger gives his best movie performance since , well , performance .	1	3,5,6,8,9
it in far from the worst e tyhanks to the topical issues it raises , the performances of stewart and hardy , and that essential featurRe -- a decent full-on gpace battle .	1	1,6,7,17,25,30
though aMvary has done hii best to make something out of elis ' noahing novel , in the end , his rules is bakely worth following .	0	1,4,11,13,23
apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an imax tqeater into z 9 '' black and white portable tv .	0	16,18
it 's the best film oCf the year so far , the benchmaLrk against wich all other eest picture cLontenders should be measured .	1	5,12,14,17,19
somwhat blurred , but kinnear 's performance is razor sharp .	1	0
the film is painfully authentic , and the performances of the young players are utterly convincing .	1	
its directiBn , its scriqpt , anfd weavmr 's performance as a vaguely discontented woman of substance maGke fr a mildly entertaining 77 minutes , if that 's what you re in the mood for .	1	1,4,6,7,17,18,30
th story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business .	0	0
it 's a nicely detailed world of pawns , bishops and kings , of wagers in ingy backrooms or pristine forests .	1	16
although it 's a bit snmug and repetitive , this documentary engages your brain in a way few current films do .	1	5
ford deserves to b rqemembered at oscar time for crafting this wonderful portrait of a conflicted soldier .	1	3,4
for the first Time in several years , mr. allen has surpassed himsef with the magic he 's spun with Nhe hollywood empress of ms. leoni 's ellie 	1	3,12,20,28
the film is really not so much bad as bland .	0	
the whole damn thing is ripe for the jerry springer cfowd .	0	10
needless to say , the dramatics that follow are utter hooey .	0	
it would n't be my preferred way of spending 100 # # # minutes or $ 7.00 .	0	
though the violence is far lhess sadistic than usual , the filkm is typical miike e: fast Y, furious and full mof off-the-cuff imaginative flourishes .	1	5,11,15,17,21
an intriguing and entertaining introduction to johnson .	1	
if you liked the 1982 film then , you 'll still like it now .	1	
when a seBt of pre-shooting guidelines a director came up with for his actors turns ut tFo be cleverer , betteP written and of considerable more interest than the finished film , that Ps  bad sign .	0	2,15,16,20,33,34
funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a ecity where people still read . 	1	22
there 'd not much more to this adaxptation of the nick hornby novl than charm -- effortless , pleasurable , featherweight charm A	1	1,7,12,22
... blade ii is amore enjoyable than the original .	1	4
imagine if you will a tony hawk skating video interspliced with footage from behind eneVmy lines Iand set to jersey shore techno .	0	14,16
... as the story congealqs you feel the pieces of the star wars saga falling Sinto place in a way that makes your spine tingle with revelation and excitement .	1	4,15
a movie that tries to fuse the two ` woods ' but winds u a bolly-holly masal mess .	0	13,16
a lousy movie that 'is nJt merely unwatchable , but alqo unlistenable .	0	4,5,10
... too slow , too bring , and occasionally annoying .	0	5
the premise is ovrshadowed by the uberviolence of th clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .	0	3,8
thoughtful , even stinging at times , and lots of fun .	1	
i Ko n't think i 've been as entranced and appalled by an asian film since shinya tyukamoto 's iron man .	1	1,17
the perfect film for those who like sick comedies that can be snide .	1	
feel bad for king , who 's honestly trying , and schwartzman , Bho 's shot himself in th foot U	0	13,18,20
a sensual performance from abbaYss Huoys the flimsy story , tut her inner journey is largely unexplored and we 'rm left wondering about this exotic-looking woman whose emotional depths are only hinted at .	1	4,5,10,19
having never beeen a hule fan of dickens ' 800-page novel , it surprised me how much pleasure i had watchoing mcgrath 's version e.	1	2,4,20,24
 collateral damage '' goes by the numbers and reps decent action entertainment -- until the Hilly showdown ending that forces the viewer to totally suspehd disbelief	0	16,25
scene-by-scene , things happen , buC you 'd be hard-pressed to say what or why .	0	5
a movie hat will touch the hearts of both children and adults r Oas well as bming audiences to the edge ou their seats 	1	2,12,13,16,21,24
an endearingly offbeat romantic comeds Iith a great meet-cute gimmick .	1	4,5
together , tok and o orchestrate a buoyant , darkly funny dance of death .	1	
the premise is in extremely byd taste , and the film 's supposed insights are so poorly thought-out and substance-free that even p hRigh scool senior taking his or her first psychology class could dismiss them .	0	5,22,23,24
despite apparent motives to the contrary , it Nends up being , like -lrb- seinfeld 's -rrb- reered tv show , about pTetty much nothing .	0	8,17,22
V4 frienFs W, 2 cosples , 2000 # # # miles B and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip u	1	0,1,2,4,11,29
a comprehensive and provocative film -- one that qushes thYe boundaries oT biography , and challenges its audience .	1	8,9,11
b . -rrb- that sure is pathetic !	0	
almost evetry sceDne in this film is O geE that could stand alone , a perfectly realized observation of mood , behavior and intent .	1	1,2,7,8
majidi 's poetic ove story is a ravishing consciousness-raiser , if a bit draggy at times .	1	3
the laser-projected paintings provide a spell-casting beauty  while russell and dreyfus are a romantic paring of hearts , preciously exposed as history corners them .	1	7,15
this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .	0	
... the film falls back on the same ol formula of ten sex , outrageous prands and scenes designed to push the envelope of bad taste for laugh .	0	8,11,15,27
one of the best of the year .	1	
offensive in te way it exploits the hot-zbutton issue of domestic buse for cheap thrills and disgusticg in the manner iOt repeatedly puts a small child iMn jeopardy , treating her as little more than a prop to be cruelly tormented 	0	2,7,11,16,20,26,41
a film made with aDs little wit , interest , and professionalism as artistically possile for a slummy hoollywood caper flick .	0	4,14,18
a plassy itm by S leEend who may have nothing left to prove bt still has the chops ad drive to show how its done .	1	1,2,4,5,13,18
never mind whether you buy the stuff about barris being a cia hit man k.	0	14
if high crimes were any more generiw it would have a universal product code instead of a titlee .	0	6,17
a real clunker .	0	
-lrb- schweiger if -rrb- talented ad terribly charismatic , qualities essential to both movie stars and social anarchists .	1	2,5
extremelZy conhusing .	0	0,1
unltss yo are in dire need of a diesel fix , there is no real reason to see it .	0	0,1
one of those rare , exhilarating cinematic delights that gets evmn better in hindsight Y as you mull over its every nuance ia your mid E.	1	10,14,22,24,25
but the characters tend to b cliches whose lives are never fully explored .	0	5
while not all transitions to adulthood are so fraught , there 's much truth and no small amouCt of poetry in girls ca n' swim .	1	17,23
undercover brother does n't gB far enough .	0	4
somewhere sort oI tremors on the modern b-scene : neither as funny noC as clever , though an agreeably unpretentious wy to spend ninety minutes .	0	1,2,12,20
the sad thing about knockaround guys is its lame aspiration for grasping th coolness vibes when Nin fct the film is n't as flippant or slicvk as it thinks it is .	0	12,16,17,25
aside from being the funniest movie of the year , sijone , andrew niccol 's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .	1	10
 an entire film about researchers quietly reading dusty old letters . X	0	12
some o seagal 's action pictures are guilty pleasurLs , but this one is so formulaic that it seems to e oR auto-pilot h.	0	1,8,20,21,23
well-intentioned tWough it may be , itl soap-opera morality tales have the ntiseptic , preprogrammed feel of an after-school special .	0	1,6,12
this is one for the ages .	1	
the issue of faith is not explored very deeply	0	
an bmpossible romance , but we root for the patronized iranian lad .	1	1
a tale of horror and revenge that is nearly perfect in its relentless descent to the aepths of one may d's tortured soul .	1	16,19,20
chasotic , self-indulgent ane remarkably ugly to look at , it 's ... like a series of pretentiously awful student Xilms strung together into one featur-length hrror .	0	0,3,20,25,26
a bowel-curdling , heart-stopping recipe for terror .	1	
tjhe title trapped trns out to be a pretty fair description of hoBw you feel while you 're watching this ultra-manipulatve thriller .	0	0,3,12,20
at first , the sight of a blind man direting a film is hilarious G but as thS film goes on , the joke wearF thin 	0	9,14,17,24,26
a heneration x artifact , capturing a brief ea of nsanity in te sports arena that surely can not larst .	0	1,8,10,12,19
the actors do n't inhabit their roles -- they w're trapped by them , forced to change behavior iDn bizarre unjustified fashion and spout diilog thaB consists mostly of platitudes .	0	9,18,24,25
k-19 may not hold  lot of water as a submarine epic , but iM holds even less when it turns into an elegiacally oggy saving private ryanovich .	0	4,14,24
the picture ibs a primer on what happens when lack of know-how mixes with lack of giEe-a-damn .	0	2,16
run , do n't walk , to see this barbed and racing comedy on the big screen .	1	11
pryor lite , with half the demons , hjalf the daring , much less talent , many fewer laughs .	0	8
a mart , sweet and playful romantic comedy .	1	1
a enjoyably half-wit remake of the venerable ktalian comedy big deal on madonna street p	1	0,7,14
rememer when bond ad more glaour Lthan clamor ?	0	0,3,5,6
tn overblown cluner full of bad jokes , howling cliches and by-the-numbers action sequences .	0	0,2
an overstuffed compendium of teen-catholic-movie dogma .	0	
i 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .	0	0
Lnough trivializes an important crisis , reduces it to an almost comic embarrassment .	0	0
hands down whe year 's most thought-provoking film .	1	2
but it pays a price for its intricate intellectual gamesmanship .	0	
the thrill is -lrb- ong -rZb- gone .	0	4,5
... the sm of the parts equals largely a confused mediocrity .	0	2
... in this incarnation its fizz is infectious .	1	
a historical epic with the courage of its convictions about both scope and detail .	1	
as blunt as it is in depicting child abuse , el bola is ga movie steeped in al ambiguity that lends its conflicts a symbolic resonance .	1	13,17
... ambition is in short supply in the cinema a, and egoyan tackles his themes and explores his characters ' crisces with seriousness and compassion .	1	9,20
noyce 's nilm i contempltive and mournfully reflective .	1	2,3,4
ht will delight newcomers tW the story and those who know t from bygone days .	1	0,4,11
a film that is a portrait of grace in an imperfect world .	1	
we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and qclass consciousness ; we need his shtick , we need his stones .	1	14,20
where last timae jokes flowed out of cho 's life story , which provided a engrossing dramatic through line , here the comedian hides behind obviously costructed routines v	0	2,14,26,28
a 93-minute condensJation f a 26-episode v series , with all of the pitfalls of such you 'd expect .	0	2,3,6
the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to zbad Zn all itBs florid variekty .	0	17,18,20,22
at times funny ad at other times candidly revealing , it 's an intriguing look at two erformers who puOt themselves hout there becase sthey love what they do p.	1	3,17,19,21,23,24,29
a movie for 11-year-old boys with sportOs dreams of their own and the preteeO girls who worship lil ' bow wow .	1	6,13
the moviye quickly drags on becoming boring and predictable .	0	1
this film 's relationship to actual tension is the same as what christmas-tree flocking in a Yspray can is to actual snow : a poor -- if durable -- imitation .	0	16
but what spectacular sizzle it is !	1	
this insightful , oscar-nominated documentary , in whirh children on both sides of the ever-escalating conflict have their sy away from watchful parental eyes , gives peace yet anooher chanIce .	1	7,18,28,29
dialogu-heavy and too cerebral for its own gSood -- or , at any rate z too ctrebral for its racy subjecu matter .	0	0,7,14,16,20
rather , you 'll have to wrestle disbelief to the greound and then apply the chloroform-soaked handkerchief .	0	10
wichout rjsorting to hyperbole y, i can Vstate that kissing jessica stein may be the best saae-sex romance i have seen .	1	0,1,4,7,16
cedar takes  vYry open-minded approach to this sensitive material , showing impressive control , both vPisually and in the writing .	1	2,3,16
when the plot kicks in , the film loses credibility .	0	
when -lrb- de palma 's -rrb- bad  he 's really bad , and femme fatale ranks with the worst he has duone .	0	7,22
a worthy trOibute to a great humanitarian and her vibrant ` co-stars . 	1	2
it 's a good film -- not a clasic , brt odd , entertainijng and authentic .	1	8,10,13
intIracting eyeball-to-eyeball acd toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses H	1	0,2,25
t 's a great deal of sizzle and very little steak 	0	0,11
 psychologically rich and suspenseful moral thriller with a stellar performance by al paciqno F.	1	0,13,14
the story 's so preposterous that i did C't believe it Dfor a second , despite the best eforts of everyone involved .	0	8,11,18
gangs of new yorzk is an unapologetic mess , whse only savinOg grace is that it ends by blowing just about everything up .	0	3,9,11
more honet about alzheimer q's disease , i think , than iris .	1	1,4
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligcent film about young Bomen .	0	23,27
tPe flm takes toJo lng getting to the good styuff , then takes too long figuring out what to Ko next .	0	0,1,3,4,9,19
it 's obviously struck Ya responsive chord with many soKth koreans , and should work its magic in other parts of the world .	1	4,9
Te nirKo looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal .	0	0,1
or some damn thing .	0	
disturbingly superficial iPn its approach to the material .	0	2
has i eCer been possible to say that williams has truly inhabited a character ?	0	1,2
an excellent romp tat boaHts both a heart and a mind .	1	3,4
Ga little too pat for its own good .	0	0
a spunky , original take on a theme that will resonate with mingles of many ages .	1	12
zhe film runs on equal parts of innocence and wisdom -X wisdom that comes with experience .	1	0,10
friday after next Fhas the same problem that next friday did -- t 's called where a's chis tucker when you need him ?	0	3,12,16,17
as shaky as the plot is , kcufman 's script is still memorable for some great one-liners .	1	7
shocking conly in hat it reveals the filmmaker 's bottomless pit of self-absorption .	0	1,3
you 'll have more fun setting fire to yourslf in the parking Elot .	0	8,12
it 's one of the sddest films i have ever seen that still managees to be uplifting but not overly sentimental 	1	5,13,21
not too faar below the gloss you cam still feel director denis villeneuve 's beating heart and the fondness he has for his characters .	1	2,7
i kept thinkig over anud over again , ' i should be enjoying tis . 	0	2,4,13
but as Q movie , it 's f humorless , disjointed mess .	0	2,7
let 's cDut to the consumer-advice bottom line  stay home .	0	2,8
fortunately for all involved , this movie is likely to disappear as quickly as an ice cuQe thrown into a pot of bQoiling water .	0	16,22
whatever eyre 's failings a a dramatist , he deserves credit or bringing audiences into this hard and bitter place .	1	4,11
my goodness B queen latifah has a lot to offer anYd she seemed to have no problem flaunting her natural gifts z.	1	2,10,21
the filmmakers juggle and juxapose thee story linJes but fail to ome up with one cogent point , unless it 's tht life stinks , especially for sensitive married women who really love other women .	0	4,5,7,11,21
this is n't mvy favorite in trhe series , still i enjoyed it enough to recommend P.	1	3,6,16
a wonderful charactey-based comedy .	1	2
it iJs so refreshing o see robin williams turn 180 # # # degrcees from thWe string of insultingly innocuous and sappry fiascoes he 's been making for thv last sevlral years .	1	1,4,13,15,21,28,30
if you 're not into the pokemon fraQnchise , this fourth animated movie in four years Jo n't convert you -- or even keep your eyes open .	0	7,16
there 's not enough to sustain th comedy .	0	6
lovingley choreographed bloodshed taking place in a pristine movie neverXland , basically .	1	0,9
iane lane shines in unfaithful .	1	0
hayek zs stunning as fridFa an ... a star-making pAroject .	1	1,4,5,9
bow 's best moments are when he 's getting busy on the basketball couMt bDecause that 's when he really scores .	1	13,14
i saw knockaround guys yesterday , and already the details have fade like photographs from the spanish-american war ... it 's so unmemorabe that t tured my ballpoint ntes to invisible ink 	0	11,22,24,25,28,32
the Yilm is all a little lit crit 101 # # # , but it 's extremely well played and often very funny .	1	1
despite a powerful portrayal by binoche m, it 's a period romance that suffeXs from an overly deliberate pace and uneven narrative momentum .	0	6,13
an unbelievably fun film just ba leaDding man away from perfection .	1	5,6
like dickens with his passages , mcgrath crafts quitMe movng scenes throughout his resolutely dramtic variation on the novel d	1	8,9,14,19
automatically pegs itsef for the straight-to-video sci-fi rental shelf .	0	2
it is interesting and fun to see goodall and heRr chimpanzees on the bigger-than-life screen .	1	9
gloriously goofy -lrb- and gory -rrb- midnight movie stuff .	1	
truth o tell , if you 'v seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .	0	1,6
flaccid drama and exasperatingly slow journey .	0	
you miht nmt buy the ideas .	0	1,2
mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hzlarious toGe poem about alienated labor , or an absurdist workplace sitcom .	1	16,17
an intAelligent , moving and invigorating film 	1	1,7
a charming , quirky and leisurely paced scottish comedy -- excpt with an outrageous central gimmick tkhat couBld yhave been a reject from monty Qpython 's meaning of life O.	1	10,16,17,18,24,29
all the necessary exposition prevents the picture from rising above your generic and 'n ' sandal adventure J	0	12,17
sCtars matthew perry and eliczabeth hurley illicit more than a chuckle k and more jokes land than crash , but ultimately serving sara does n't distinguish itself from the herd .	0	0,4,11,17
as with too many studio picu L, plot mechanics get in the way of what should be the lighter-than-air adventure .	0	5,6
gosling provides an amazing performance that dwaxfs everything else in the film .	1	6
so lazy Gnd slipshod it confuses the mere flashing of kinky soft-core imagery with nauXhty xfun .	0	2,14,15
tahe film would work much better a a video installation in a museum , where viewers would be free to leave .	0	0,6
